Issue	IssueText
1	พี่ดาครับ
1	ฝั่งซ้าย
1	เหมือน
1	เค้าว่าข้อความหายคะ
1	จากรูปคือบอกว่า
0	คุณฟิวส์ว่าโอเค
1	และงาน
0	ลดแค่(ชิ้น)
0	อาจเติม
0	@Dadah
1	ทางขายแจ้งว่า
0	คุณมิ้วอันนี้จำนวนตัวอักษรเนื้อหา
0	Sales
0	เดี่ยวให้เค้าดึงไปแก้ก่อนมั้ยคะ
1	เนื่องจากข้อความขึ้นไม่ครบครับ
0	เพราะเข้าใจว่าพื้นที่จำกัด
0	แล้วปรากฎว่าคนรับงานไม่เห็น
0	เหมือนเข้าไป
0	คือดึงจากพรีเซลไม่ได้เหรอคะ
1	เคสใหม่ครับ
1	ราคา
0	คสนี้อยากรบกวนช่วยเปลี่ยนจากห้องตัดนวนครเป็นบางปูให้ได้มั้ยคะ
1	เคสใหม่ครับ
1	ในmc
1	Calculate
1	Cal
1	ไม่ตรงกับสีพิมที่ฝั่ง
1	Multi
1	กลายเป็น
0	มันเป็นงาน
0	1.คนตั้งการ์ดตอนตั้ง
1	บริการลูกค้ามาเจอcodeซ้ำตอน
1	Presales
0	คุณดาคะ
0	เพิ่มให้เหมือนกับ
0	ส่วน
0	ใช่ครับ
1	รายการที่
1	รายการที่
1	ข้อมูลส่งเข้ามาไม่ตรงกัน
1	Routing
0	คือตอนนี้ที่
1	ขอแจ้ง
1	มันลบไม่ออกอ่าครับ
1	เห็นขึ้น
0	มันติดที่
0	เดี๋ยวเคสอักขระพิเศษใน
0	ลูกค้าใหม่เยื่อไผ่
0	ยังไม่มา
0	ยังไม่มาเลยครับ
